year;areakm;municipality;geocode_ibge;state
2015;7,99790735632604;Açailândia;2100055;Maranhão
2016;7,361752520248965;Açailândia;2100055;Maranhão
2017;4,270225074144848;Açailândia;2100055;Maranhão
2018;9,673404644297877;Açailândia;2100055;Maranhão
2019;10,225701090474995;Açailândia;2100055;Maranhão
2020;20,00129715755624;Açailândia;2100055;Maranhão
2021;13,563722086597991;Açailândia;2100055;Maranhão
2022;14,003275040986402;Açailândia;2100055;Maranhão
2023;11,217309478287406;Açailândia;2100055;Maranhão
2007;1328,9279130729005;Bacabal;2101202;Maranhão
2008;0,32072849207614285;Bacabal;2101202;Maranhão
2009;0,08440130463755503;Bacabal;2101202;Maranhão
2010;0,07907216003068564;Bacabal;2101202;Maranhão
2011;0,06190784830339922;Bacabal;2101202;Maranhão
2012;0,005330521325370297;Bacabal;2101202;Maranhão
2013;0;Bacabal;2101202;Maranhão
2014;0;Bacabal;2101202;Maranhão
2015;0;Bacabal;2101202;Maranhão
2016;0;Bacabal;2101202;Maranhão
2017;0;Bacabal;2101202;Maranhão
2018;0;Bacabal;2101202;Maranhão
2019;0;Bacabal;2101202;Maranhão
2020;0;Bacabal;2101202;Maranhão
2021;0;Bacabal;2101202;Maranhão
2022;0;Bacabal;2101202;Maranhão
2023;0;Bacabal;2101202;Maranhão
2007;83,32431550834012;Bacabeira;2101251;Maranhão
2008;3,4935904416421435;Bacabeira;2101251;Maranhão
2009;0;Bacabeira;2101251;Maranhão
2010;6,238275834752207;Bacabeira;2101251;Maranhão
2011;4,708241025958189;Bacabeira;2101251;Maranhão
2012;2,3589454460793537;Bacabeira;2101251;Maranhão
2013;2,142395244178684;Bacabeira;2101251;Maranhão
2014;0,7356053619523965;Bacabeira;2101251;Maranhão
2015;0,21917372648806113;Bacabeira;2101251;Maranhão
2016;0,26395347763978977;Bacabeira;2101251;Maranhão
2017;0,5191237347279112;Bacabeira;2101251;Maranhão
2018;0,1949611356446424;Bacabeira;2101251;Maranhão
2019;0,0725644011969556;Bacabeira;2101251;Maranhão
2020;0,5294854104712691;Bacabeira;2101251;Maranhão
2021;0,0707543107366518;Bacabeira;2101251;Maranhão
2022;0,20250730572535255;Bacabeira;2101251;Maranhão
2023;0;Bacabeira;2101251;Maranhão
2007;516,0697999731982;Bacuri;2101301;Maranhão
2008;0,9583219980878618;Bacuri;2101301;Maranhão
2009;0,3086268839651365;Bacuri;2101301;Maranhão
2010;0;Bacuri;2101301;Maranhão
2011;0;Bacuri;2101301;Maranhão
2012;0;Bacuri;2101301;Maranhão
2013;0;Bacuri;2101301;Maranhão
2014;0;Bacuri;2101301;Maranhão
2015;0;Bacuri;2101301;Maranhão
2016;0;Bacuri;2101301;Maranhão
2017;0;Bacuri;2101301;Maranhão
2018;0;Bacuri;2101301;Maranhão
2019;0;Bacuri;2101301;Maranhão
2020;0;Bacuri;2101301;Maranhão
2021;0;Bacuri;2101301;Maranhão
2022;0;Bacuri;2101301;Maranhão
2023;0;Bacuri;2101301;Maranhão
2007;15,901071140389558;Bacurituba;2101350;Maranhão
2008;0;Bacurituba;2101350;Maranhão
2009;0;Bacurituba;2101350;Maranhão
2010;0;Bacurituba;2101350;Maranhão
2011;0;Bacurituba;2101350;Maranhão
2012;0;Bacurituba;2101350;Maranhão
2013;0;Bacurituba;2101350;Maranhão
2014;0;Bacurituba;2101350;Maranhão
2015;0;Bacurituba;2101350;Maranhão
2016;0;Bacurituba;2101350;Maranhão
2017;0;Bacurituba;2101350;Maranhão
2018;0;Bacurituba;2101350;Maranhão
2019;0;Bacurituba;2101350;Maranhão
2020;0;Bacurituba;2101350;Maranhão
2021;0;Bacurituba;2101350;Maranhão
2022;0;Bacurituba;2101350;Maranhão
2023;0;Bacurituba;2101350;Maranhão
2007;0;Balsas;2101400;Maranhão
2008;0;Balsas;2101400;Maranhão
2009;0;Balsas;2101400;Maranhão
2010;0;Balsas;2101400;Maranhão
2011;0;Balsas;2101400;Maranhão
2012;0;Balsas;2101400;Maranhão
2013;0;Balsas;2101400;Maranhão
2014;0;Balsas;2101400;Maranhão
2015;0;Balsas;2101400;Maranhão
2016;0;Balsas;2101400;Maranhão
2017;0;Balsas;2101400;Maranhão
2018;0;Balsas;2101400;Maranhão
2019;0;Balsas;2101400;Maranhão
2020;0;Balsas;2101400;Maranhão
2021;0;Balsas;2101400;Maranhão
2022;0;Balsas;2101400;Maranhão
2023;0;Balsas;2101400;Maranhão
2007;2466,3677452475667;Barra do Corda;2101608;Maranhão
2008;43,075871009294524;Barra do Corda;2101608;Maranhão
2009;34,31794336779009;Barra do Corda;2101608;Maranhão
2010;78,61467479189191;Barra do Corda;2101608;Maranhão
2011;17,243358467481787;Barra do Corda;2101608;Maranhão
2012;29,89884624472347;Barra do Corda;2101608;Maranhão
2013;13,393103540693275;Barra do Corda;2101608;Maranhão
2014;23,657864590493837;Barra do Corda;2101608;Maranhão
2015;9,505242760891099;Barra do Corda;2101608;Maranhão
2016;17,591034486047054;Barra do Corda;2101608;Maranhão
2017;9,848004843985377;Barra do Corda;2101608;Maranhão
2018;9,212978891449062;Barra do Corda;2101608;Maranhão
2019;9,115700614526379;Barra do Corda;2101608;Maranhão
2020;7,2675837899775555;Barra do Corda;2101608;Maranhão
2021;14,74362397767195;Barra do Corda;2101608;Maranhão
2022;20,98523210298257;Barra do Corda;2101608;Maranhão
2023;26,4913891853796;Barra do Corda;2101608;Maranhão
2007;122,07735379412486;Bela Vista do Maranhão;2101772;Maranhão
2008;0;Bela Vista do Maranhão;2101772;Maranhão
2009;0;Bela Vista do Maranhão;2101772;Maranhão
2010;0;Bela Vista do Maranhão;2101772;Maranhão
2011;0;Bela Vista do Maranhão;2101772;Maranhão
2012;0;Bela Vista do Maranhão;2101772;Maranhão
2013;0;Bela Vista do Maranhão;2101772;Maranhão
2014;0;Bela Vista do Maranhão;2101772;Maranhão
2015;0;Bela Vista do Maranhão;2101772;Maranhão
2016;0;Bela Vista do Maranhão;2101772;Maranhão
2017;0;Bela Vista do Maranhão;2101772;Maranhão
2018;0;Bela Vista do Maranhão;2101772;Maranhão
2019;0;Bela Vista do Maranhão;2101772;Maranhão
2020;0;Bela Vista do Maranhão;2101772;Maranhão
2021;0;Bela Vista do Maranhão;2101772;Maranhão
2022;0;Bela Vista do Maranhão;2101772;Maranhão
2023;0;Bela Vista do Maranhão;2101772;Maranhão
2007;0;Benedito Leite;2101806;Maranhão
2008;0;Benedito Leite;2101806;Maranhão
2009;0;Benedito Leite;2101806;Maranhão
2010;0;Benedito Leite;2101806;Maranhão
2011;0;Benedito Leite;2101806;Maranhão
2012;0;Benedito Leite;2101806;Maranhão
2013;0;Benedito Leite;2101806;Maranhão
2014;0;Benedito Leite;2101806;Maranhão
2015;0;Benedito Leite;2101806;Maranhão
2016;0;Benedito Leite;2101806;Maranhão
2017;0;Benedito Leite;2101806;Maranhão
2018;0;Benedito Leite;2101806;Maranhão
2019;0;Benedito Leite;2101806;Maranhão
2020;0;Benedito Leite;2101806;Maranhão
2021;0;Benedito Leite;2101806;Maranhão
2022;0;Benedito Leite;2101806;Maranhão
2023;0;Benedito Leite;2101806;Maranhão
2007;462,65544869581066;Bequimão;2101905;Maranhão
2008;0,2811679955658748;Bequimão;2101905;Maranhão
2009;0,17927455995925262;Bequimão;2101905;Maranhão
2010;0,022496235269535186;Bequimão;2101905;Maranhão
2011;0;Bequimão;2101905;Maranhão
2012;0;Bequimão;2101905;Maranhão
2013;0;Bequimão;2101905;Maranhão
2014;0;Bequimão;2101905;Maranhão
2015;0;Bequimão;2101905;Maranhão
2016;0;Bequimão;2101905;Maranhão
2017;0;Bequimão;2101905;Maranhão
2018;0;Bequimão;2101905;Maranhão
2019;0;Bequimão;2101905;Maranhão
2020;0;Bequimão;2101905;Maranhão
2021;0,08036264168063915;Bequimão;2101905;Maranhão
2022;0;Bequimão;2101905;Maranhão
2023;0;Bequimão;2101905;Maranhão
2007;241,40319518240125;Bernardo do Mearim;2101939;Maranhão
2008;0,7670477927481666;Bernardo do Mearim;2101939;Maranhão
2009;1,4484499626513252;Bernardo do Mearim;2101939;Maranhão
2010;0,033735131264763504;Bernardo do Mearim;2101939;Maranhão
2011;0,20695800647143833;Bernardo do Mearim;2101939;Maranhão
2012;0,6605066489536728;Bernardo do Mearim;2101939;Maranhão
2013;0;Bernardo do Mearim;2101939;Maranhão
2014;0;Bernardo do Mearim;2101939;Maranhão
2015;0;Bernardo do Mearim;2101939;Maranhão
2016;0,12178629223330353;Bernardo do Mearim;2101939;Maranhão
2017;0,37577168642437825;Bernardo do Mearim;2101939;Maranhão
2018;0;Bernardo do Mearim;2101939;Maranhão
2019;0;Bernardo do Mearim;2101939;Maranhão
2020;0;Bernardo do Mearim;2101939;Maranhão
2021;0;Bernardo do Mearim;2101939;Maranhão
2022;0,4943512655199608;Bernardo do Mearim;2101939;Maranhão
2023;0;Bernardo do Mearim;2101939;Maranhão
2007;322,96133331959936;Boa Vista do Gurupi;2101970;Maranhão
2008;0,44107615566446684;Boa Vista do Gurupi;2101970;Maranhão
2009;5,138513446233165;Boa Vista do Gurupi;2101970;Maranhão
2010;5,746068282484874;Boa Vista do Gurupi;2101970;Maranhão
2011;1,2130407283977853;Boa Vista do Gurupi;2101970;Maranhão
2012;0,26876949519679244;Boa Vista do Gurupi;2101970;Maranhão
2013;0;Boa Vista do Gurupi;2101970;Maranhão
2014;0,45697545192412187;Boa Vista do Gurupi;2101970;Maranhão
2015;1,5114037248771497;Boa Vista do Gurupi;2101970;Maranhão
2016;0,6170260672825193;Boa Vista do Gurupi;2101970;Maranhão
2017;3,074313809547082;Boa Vista do Gurupi;2101970;Maranhão
2018;0,1997405455406124;Boa Vista do Gurupi;2101970;Maranhão
2019;2,708589683780038;Boa Vista do Gurupi;2101970;Maranhão
2020;1,646598529408661;Boa Vista do Gurupi;2101970;Maranhão
2021;0,5046593727730061;Boa Vista do Gurupi;2101970;Maranhão
2022;0;Boa Vista do Gurupi;2101970;Maranhão
2023;0;Boa Vista do Gurupi;2101970;Maranhão
2007;3341,440478272767;Bom Jardim;2102002;Maranhão
2008;96,1837158510283;Bom Jardim;2102002;Maranhão
2009;24,723302475607248;Bom Jardim;2102002;Maranhão
2010;19,47219045124852;Bom Jardim;2102002;Maranhão
2011;8,705134779240641;Bom Jardim;2102002;Maranhão
2012;21,286283605306025;Bom Jardim;2102002;Maranhão
2013;14,254207253969646;Bom Jardim;2102002;Maranhão
2014;3,7278551266764635;Bom Jardim;2102002;Maranhão
2015;30,870203605579377;Bom Jardim;2102002;Maranhão
2016;31,366849618571358;Bom Jardim;2102002;Maranhão
2017;14,826640860856445;Bom Jardim;2102002;Maranhão
2018;10,609802552950171;Bom Jardim;2102002;Maranhão
2019;19,199284331257786;Bom Jardim;2102002;Maranhão
2020;20,651004431620546;Bom Jardim;2102002;Maranhão
2021;21,763600290055056;Bom Jardim;2102002;Maranhão
2022;23,29848852167083;Bom Jardim;2102002;Maranhão
2023;19,001034612849278;Bom Jardim;2102002;Maranhão
2007;2042,3593966276067;Bom Jesus das Selvas;2102036;Maranhão
2008;52,90635733841398;Bom Jesus das Selvas;2102036;Maranhão
2009;21,189579212539048;Bom Jesus das Selvas;2102036;Maranhão
2010;20,84831221177636;Bom Jesus das Selvas;2102036;Maranhão
2011;4,055437307913025;Bom Jesus das Selvas;2102036;Maranhão
2012;3,9107381413841185;Bom Jesus das Selvas;2102036;Maranhão
2013;20,086429174836635;Bom Jesus das Selvas;2102036;Maranhão
2014;7,845827508942338;Bom Jesus das Selvas;2102036;Maranhão
2015;13,571209582142897;Bom Jesus das Selvas;2102036;Maranhão
2016;11,915028503515234;Bom Jesus das Selvas;2102036;Maranhão
2017;15,973942193740253;Bom Jesus das Selvas;2102036;Maranhão
2018;10,890341572132865;Bom Jesus das Selvas;2102036;Maranhão
2019;19,820735331469646;Bom Jesus das Selvas;2102036;Maranhão
2020;12,176612637004691;Bom Jesus das Selvas;2102036;Maranhão
2021;20,37485090404545;Bom Jesus das Selvas;2102036;Maranhão
2022;7,569751267349754;Bom Jesus das Selvas;2102036;Maranhão
2023;4,574535125881136;Bom Jesus das Selvas;2102036;Maranhão
2007;443,84267875592917;Bom Lugar;2102077;Maranhão
2008;0;Bom Lugar;2102077;Maranhão
2009;0;Bom Lugar;2102077;Maranhão
2010;0;Bom Lugar;2102077;Maranhão
2011;0;Bom Lugar;2102077;Maranhão
2012;0;Bom Lugar;2102077;Maranhão
2013;0;Bom Lugar;2102077;Maranhão
2014;0;Bom Lugar;2102077;Maranhão
2015;0;Bom Lugar;2102077;Maranhão
2016;0;Bom Lugar;2102077;Maranhão
2017;0;Bom Lugar;2102077;Maranhão
2018;0;Bom Lugar;2102077;Maranhão
2019;0;Bom Lugar;2102077;Maranhão
2020;0;Bom Lugar;2102077;Maranhão
2021;0;Bom Lugar;2102077;Maranhão
2022;0;Bom Lugar;2102077;Maranhão
2023;0;Bom Lugar;2102077;Maranhão
2007;945,4738662218956;Brejo de Areia;2102150;Maranhão
2008;2,116819134562094;Brejo de Areia;2102150;Maranhão
2009;0,395690807683767;Brejo de Areia;2102150;Maranhão
2010;0,20945518609320152;Brejo de Areia;2102150;Maranhão
2011;0,7181767202152026;Brejo de Areia;2102150;Maranhão
2012;0,2180829171885676;Brejo de Areia;2102150;Maranhão
2013;0;Brejo de Areia;2102150;Maranhão
2014;0,5648121243438262;Brejo de Areia;2102150;Maranhão
2015;0,20230063186539748;Brejo de Areia;2102150;Maranhão
2016;0,5546563835995926;Brejo de Areia;2102150;Maranhão
2017;0,48165715572712087;Brejo de Areia;2102150;Maranhão
2018;0;Brejo de Areia;2102150;Maranhão
2019;0,7233824635207604;Brejo de Areia;2102150;Maranhão
2020;1,3569616230570274;Brejo de Areia;2102150;Maranhão
2021;0,6847656351084478;Brejo de Areia;2102150;Maranhão
2022;0,4066091130403599;Brejo de Areia;2102150;Maranhão
2023;1,224123271487204;Brejo de Areia;2102150;Maranhão
2007;38,099446099190295;Buriti Bravo;2102309;Maranhão
2008;6,8685773096615375;Buriti Bravo;2102309;Maranhão
2009;0,6596367764385127;Buriti Bravo;2102309;Maranhão
2010;1,5228828459232855;Buriti Bravo;2102309;Maranhão
2011;1,5982932181222447;Buriti Bravo;2102309;Maranhão
2012;0,829007528365348;Buriti Bravo;2102309;Maranhão
2013;1,9018797923876218;Buriti Bravo;2102309;Maranhão
2014;2,468110687277951;Buriti Bravo;2102309;Maranhão
2015;3,3677707515265363;Buriti Bravo;2102309;Maranhão
2016;0,7652173020472172;Buriti Bravo;2102309;Maranhão
2017;2,3561729408732757;Buriti Bravo;2102309;Maranhão
2018;0,3919144948511921;Buriti Bravo;2102309;Maranhão
